feature_id,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length
Q8NCG7,reviewed,DGLB_HUMAN,Diacylglycerol lipase-beta (DAGL-beta) (DGL-beta) (EC 3.1.1.116) (KCCR13L) (PUFA-specific triacylglycerol lipase) (EC 3.1.1.3) (Sn1-specific diacylglycerol lipase beta),DAGLB,Homo sapiens (Human),672
P78524,reviewed,DEN2B_HUMAN,DENN domain-containing protein 2B (HeLa tumor suppression 1) (Suppression of tumorigenicity 5 protein),DENND2B HTS1 ST5,Homo sapiens (Human),1137
O75718,reviewed,CRTAP_HUMAN,Cartilage-associated protein,CRTAP CASP,Homo sapiens (Human),401
Q9UPU7,reviewed,TBD2B_HUMAN,TBC1 domain family member 2B,TBC1D2B KIAA1055,Homo sapiens (Human),963
O43583,reviewed,DENR_HUMAN,Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3),DENR DRP1 H14,Homo sapiens (Human),198
Q9HCP6,reviewed,HHATL_HUMAN,Protein-cysteine N-palmitoyltransferase HHAT-like protein (Glycerol uptake/transporter homolog) (Hedgehog acyltransferase-like protein),HHATL C3orf3 GUP1 KIAA1173,Homo sapiens (Human),504
Q15208,reviewed,STK38_HUMAN,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1,Homo sapiens (Human),465
Q9UBQ7,reviewed,GRHPR_HUMAN,Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81),GRHPR GLXR MSTP035,Homo sapiens (Human),328
Q9NX47,reviewed,MARH5_HUMAN,E3 ubiquitin-protein ligase MARCHF5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (Mitochondrial ubiquitin ligase) (MITOL) (RING finger protein 153) (RING-type E3 ubiquitin transferase MARCHF5),MARCHF5 MARCH5 RNF153,Homo sapiens (Human),278
Q9BZJ0,reviewed,CRNL1_HUMAN,Crooked neck-like protein 1 (Crooked neck homolog) (hCrn),CRNKL1 CRN CGI-201 MSTP021,Homo sapiens (Human),848
P22314,reviewed,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1),UBA1 A1S9T UBE1,Homo sapiens (Human),1058
Q6PJW8,reviewed,CNST_HUMAN,Consortin,CNST C1orf71,Homo sapiens (Human),725
P13693,reviewed,TCTP_HUMAN,Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23),TPT1,Homo sapiens (Human),172
Q8N1G2,reviewed,CMTR1_HUMAN,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap methyltransferase 1) (Cap1 2'O-ribose methyltransferase 1) (MTr1) (hMTr1) (FtsJ methyltransferase domain-containing protein 2) (Interferon-stimulated gene 95 kDa protein) (ISG95),CMTR1 FTSJD2 KIAA0082 MTR1,Homo sapiens (Human),835
P00492,reviewed,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8),HPRT1 HPRT,Homo sapiens (Human),218
Q8NE86,reviewed,MCU_HUMAN,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",MCU C10orf42 CCDC109A,Homo sapiens (Human),351
P42226,reviewed,STAT6_HUMAN,Signal transducer and activator of transcription 6 (IL-4 Stat),STAT6,Homo sapiens (Human),847
Q9HCD5,reviewed,NCOA5_HUMAN,Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA),NCOA5 KIAA1637,Homo sapiens (Human),579
P04899,reviewed,GNAI2_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-2 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein),GNAI2 GNAI2B,Homo sapiens (Human),355
Q9BQ95,reviewed,ECSIT_HUMAN,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)",ECSIT,Homo sapiens (Human),431
P50570,reviewed,DYN2_HUMAN,Dynamin-2 (EC 3.6.5.5) (Dynamin 2) (Dynamin II),DNM2 DYN2,Homo sapiens (Human),870
Q86TI2,reviewed,DPP9_HUMAN,Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9),DPP9 DPRP2,Homo sapiens (Human),863
Q13283,reviewed,G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),G3BP1 G3BP,Homo sapiens (Human),466
Q6P9B6,reviewed,MEAK7_HUMAN,"MTOR-associated protein MEAK7 (MEAK7) (MTOR associated protein, eak-7 homolog) (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)",MEAK7 KIAA1609 TLDC1,Homo sapiens (Human),456
Q9NRG0,reviewed,CHRC1_HUMAN,Chromatin accessibility complex protein 1 (CHRAC-1) (Chromatin accessibility complex 15 kDa protein) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15),CHRAC1 CHRAC15,Homo sapiens (Human),131
Q9UL03,reviewed,INT6_HUMAN,Integrator complex subunit 6 (Int6) (DBI-1) (Protein deleted in cancer 1) (DICE1),INTS6 DBI1 DDX26 DDX26A,Homo sapiens (Human),887
Q16539,reviewed,MK14_HUMAN,Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a),MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A,Homo sapiens (Human),360
P42285,reviewed,MTREX_HUMAN,Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase),MTREX DOB1 KIAA0052 MTR4 SKIV2L2,Homo sapiens (Human),1042
P78356,reviewed,PI42B_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta),PIP4K2B PIP5K2B,Homo sapiens (Human),416
Q92766,reviewed,RREB1_HUMAN,Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1),RREB1 FINB,Homo sapiens (Human),1687
Q9H7F0,reviewed,AT133_HUMAN,Polyamine-transporting ATPase 13A3 (ATPase family homolog up-regulated in senescence cells 1) (Putrescine transporting ATPase) (EC 7.6.2.16),ATP13A3 AFURS1,Homo sapiens (Human),1226
Q5VWN6,reviewed,TASO2_HUMAN,Protein TASOR 2,TASOR2 C10orf18 FAM208B KIAA2006,Homo sapiens (Human),2430
O15347,reviewed,HMGB3_HUMAN,High mobility group protein B3 (High mobility group protein 2a) (HMG-2a) (High mobility group protein 4) (HMG-4),HMGB3 HMG2A HMG4,Homo sapiens (Human),200
Q9Y2X7,reviewed,GIT1_HUMAN,ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1) (p95-APP1),GIT1,Homo sapiens (Human),761
Q9NX58,reviewed,LYAR_HUMAN,Cell growth-regulating nucleolar protein,LYAR PNAS-5,Homo sapiens (Human),379
P55769,reviewed,NH2L1_HUMAN,"NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]",SNU13 NHP2L1,Homo sapiens (Human),128
Q96A33,reviewed,CCD47_HUMAN,PAT complex subunit CCDC47 (Calumin) (Coiled-coil domain-containing protein 47),CCDC47 GK001 MSTP041 PSEC0077,Homo sapiens (Human),483
Q86U28,reviewed,ISCA2_HUMAN,"Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)",ISCA2 HBLD1,Homo sapiens (Human),154
Q04941,reviewed,PLP2_HUMAN,Proteolipid protein 2 (Differentiation-dependent protein A4) (Intestinal membrane A4 protein),PLP2 A4,Homo sapiens (Human),152
Q96AC1,reviewed,FERM2_HUMAN,Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1),FERMT2 KIND2 MIG2 PLEKHC1,Homo sapiens (Human),680
Q9UBN7,reviewed,HDAC6_HUMAN,Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-),HDAC6 KIAA0901 JM21,Homo sapiens (Human),1215
P51784,reviewed,UBP11_HUMAN,Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11),USP11 UHX1,Homo sapiens (Human),963
Q9H078,reviewed,CLPB_HUMAN,"Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]",CLPB SKD3,Homo sapiens (Human),707
Q9BVQ7,reviewed,AFG2B_HUMAN,ATPase family gene 2 protein homolog B (EC 3.6.4.10) (AFG2 AAA ATPase homolog B) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1),AFG2B SPATA5L1,Homo sapiens (Human),753
Q8N138,reviewed,ORML3_HUMAN,ORM1-like protein 3,ORMDL3,Homo sapiens (Human),153
P08247,reviewed,SYPH_HUMAN,Synaptophysin (Major synaptic vesicle protein p38),SYP,Homo sapiens (Human),313
Q8IWZ3,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542
Q9Y6D6,reviewed,BIG1_HUMAN,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (Brefeldin A-inhibited GEP 1) (ADP-ribosylation factor guanine nucleotide-exchange factor 1) (p200 ARF guanine nucleotide exchange factor) (p200 ARF-GEP1),ARFGEF1 ARFGEP1 BIG1,Homo sapiens (Human),1849
Q8WWI1,reviewed,LMO7_HUMAN,LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP),LMO7 FBX20 FBXO20 KIAA0858,Homo sapiens (Human),1683
Q15149,reviewed,PLEC_HUMAN,Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1),PLEC PLEC1,Homo sapiens (Human),4684
Q96CB8,reviewed,INT12_HUMAN,Integrator complex subunit 12 (Int12) (PHD finger protein 22),INTS12 PHF22 SBBI22,Homo sapiens (Human),462
Q8NFV4,reviewed,ABHDB_HUMAN,sn-1-specific diacylglycerol lipase ABHD11 (EC 3.1.1.116) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein),ABHD11 WBSCR21 PP1226,Homo sapiens (Human),306
Q86VS8,reviewed,HOOK3_HUMAN,Protein Hook homolog 3 (h-hook3) (hHK3),HOOK3,Homo sapiens (Human),718
P55061,reviewed,BI1_HUMAN,Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6),TMBIM6 BI1 TEGT,Homo sapiens (Human),237
Q4LE39,reviewed,ARI4B_HUMAN,AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Breast cancer-associated antigen BRCAA1) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1),ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180,Homo sapiens (Human),1312
Q7RTV5,reviewed,PXL2C_HUMAN,Peroxiredoxin-like 2C (AhpC/TSA antioxidant enzyme domain-containing protein 1) (Thioredoxin-like protein AAED1),PRXL2C AAED1 C9orf21,Homo sapiens (Human),226
P16220,reviewed,CREB1_HUMAN,Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1),CREB1,Homo sapiens (Human),327
P07384,reviewed,CAN1_HUMAN,Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP),CAPN1 CANPL1 PIG30,Homo sapiens (Human),714
Q8N2U9,reviewed,S66A2_HUMAN,Solute carrier family 66 member 2 (PQ-loop repeat-containing protein 1),SLC66A2 PQLC1,Homo sapiens (Human),271
Q8NHU6,reviewed,TDRD7_HUMAN,Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap),TDRD7 PCTAIRE2BP,Homo sapiens (Human),1098
P52594,reviewed,AGFG1_HUMAN,Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein),AGFG1 HRB RAB RIP,Homo sapiens (Human),562
O95834,reviewed,EMAL2_HUMAN,Echinoderm microtubule-associated protein-like 2 (EMAP-2) (HuEMAP-2),EML2 EMAP2 EMAPL2,Homo sapiens (Human),649
Q14241,reviewed,ELOA1_HUMAN,Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3),ELOA TCEB3 MSTP059,Homo sapiens (Human),772
Q5SRI9,reviewed,MANEA_HUMAN,"Glycoprotein endo-alpha-1,2-mannosidase (Endo-alpha mannosidase) (Endomannosidase) (hEndo) (EC 3.2.1.130) (Mandaselin)",MANEA,Homo sapiens (Human),462
Q6NXR4,reviewed,TTI2_HUMAN,TELO2-interacting protein 2,TTI2 C8orf41,Homo sapiens (Human),508
Q96MG8,reviewed,PCMD1_HUMAN,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,PCMTD1,Homo sapiens (Human),357
O14776,reviewed,TCRG1_HUMAN,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),TCERG1 CA150 TAF2S,Homo sapiens (Human),1098
Q9HA47,reviewed,UCK1_HUMAN,Uridine-cytidine kinase 1 (UCK 1) (EC 2.7.1.48) (Cytidine monophosphokinase 1) (Uridine monophosphokinase 1),UCK1 URK1,Homo sapiens (Human),277
P13995,reviewed,MTDC_HUMAN,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]",MTHFD2 NMDMC,Homo sapiens (Human),350
Q96DZ1,reviewed,ERLEC_HUMAN,Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein),ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321,Homo sapiens (Human),483
P27348,reviewed,1433T_HUMAN,14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1),YWHAQ,Homo sapiens (Human),245
Q69YN2,reviewed,C19L1_HUMAN,CWF19-like protein 1 (C19L1),CWF19L1,Homo sapiens (Human),538
Q9Y608,reviewed,LRRF2_HUMAN,Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2),LRRFIP2,Homo sapiens (Human),721
Q8N6R0,reviewed,EFNMT_HUMAN,eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)],METTL13 EEF1AKNMT FEAT KIAA0859 CGI-01,Homo sapiens (Human),699
Q13370,reviewed,PDE3B_HUMAN,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)",PDE3B,Homo sapiens (Human),1112
Q8TCY9,reviewed,URGCP_HUMAN,Up-regulator of cell proliferation (HBV X protein up-regulated gene 4 protein) (HBxAg up-regulated gene 4 protein),URGCP KIAA1507 URG4,Homo sapiens (Human),931
Q9NP61,reviewed,ARFG3_HUMAN,ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3),ARFGAP3 ARFGAP1,Homo sapiens (Human),516
P36955,reviewed,PEDF_HUMAN,Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1),SERPINF1 PEDF PIG35,Homo sapiens (Human),418
P78346,reviewed,RPP30_HUMAN,Ribonuclease P protein subunit p30 (RNaseP protein p30) (RNase P subunit 2),RPP30 RNASEP2,Homo sapiens (Human),268
Q96QD9,reviewed,UIF_HUMAN,UAP56-interacting factor (Forty-two-three domain-containing protein 1) (Protein 40-2-3),FYTTD1 UIF,Homo sapiens (Human),318
Q5TFE4,reviewed,NT5D1_HUMAN,5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-),NT5DC1 NT5C2L1 LP2642,Homo sapiens (Human),455
P53004,reviewed,BIEA_HUMAN,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),BLVRA BLVR BVR,Homo sapiens (Human),296
Q9NSD9,reviewed,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),FARSB FARSLB FRSB HSPC173,Homo sapiens (Human),589
Q96ME7,reviewed,ZN512_HUMAN,Zinc finger protein 512,ZNF512 KIAA1805,Homo sapiens (Human),567
Q9Y383,reviewed,LC7L2_HUMAN,Putative RNA-binding protein Luc7-like 2,LUC7L2 CGI-59 CGI-74,Homo sapiens (Human),392
P42858,reviewed,HD_HUMAN,"Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]",HTT HD IT15,Homo sapiens (Human),3142
P22748,reviewed,CAH4_HUMAN,Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV),CA4,Homo sapiens (Human),312
Q9BRR3,reviewed,PGAP4_HUMAN,GPI-N-acetylgalactosamine transferase PGAP4 (GPI-GalNAc transferase PGAP4) (EC 2.4.1.-) (Post-GPI attachment to proteins GalNAc transferase 4) (Post-GPI attachment to proteins factor 4) (Transmembrane protein 246),PGAP4 C9orf125 TMEM246,Homo sapiens (Human),403
P55081,reviewed,MFAP1_HUMAN,Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1),MFAP1,Homo sapiens (Human),439
P06702,reviewed,S10A9_HUMAN,Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9),S100A9 CAGB CFAG MRP14,Homo sapiens (Human),114
P13747,reviewed,HLAE_HUMAN,"HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]",HLA-E HLA-6.2 HLAE,Homo sapiens (Human),358
Q86Y79,reviewed,PTH_HUMAN,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),PTRH1 C9orf115,Homo sapiens (Human),214
Q96F25,reviewed,ALG14_HUMAN,UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation 14 homolog),ALG14,Homo sapiens (Human),216
Q14692,reviewed,BMS1_HUMAN,Ribosome biogenesis protein BMS1 homolog (EC 3.6.5.-) (Ribosome assembly protein BMS1 homolog),BMS1 BMS1L KIAA0187,Homo sapiens (Human),1282
P12111,reviewed,CO6A3_HUMAN,Collagen alpha-3(VI) chain,COL6A3,Homo sapiens (Human),3177
Q9NTK5,reviewed,OLA1_HUMAN,Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9),OLA1 GTPBP9 PRO2455 PTD004,Homo sapiens (Human),396
O95159,reviewed,ZFPL1_HUMAN,Zinc finger protein-like 1 (Zinc finger protein MCG4),ZFPL1,Homo sapiens (Human),310
P17029,reviewed,ZKSC1_HUMAN,Zinc finger protein with KRAB and SCAN domains 1 (Zinc finger protein 139) (Zinc finger protein 36) (Zinc finger protein KOX18),ZKSCAN1 KOX18 ZNF139 ZNF36,Homo sapiens (Human),563
Q13796,reviewed,SHRM2_HUMAN,Protein Shroom2 (Apical-like protein) (Protein APXL),SHROOM2 APXL,Homo sapiens (Human),1616
P54578,reviewed,UBP14_HUMAN,Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14),USP14 TGT,Homo sapiens (Human),494
Q9H0U9,reviewed,TSYL1_HUMAN,Testis-specific Y-encoded-like protein 1 (TSPY-like protein 1),TSPYL1 TSPYL,Homo sapiens (Human),437
P35555,reviewed,FBN1_HUMAN,Fibrillin-1 [Cleaved into: Asprosin],FBN1 FBN,Homo sapiens (Human),2871
P13798,reviewed,ACPH_HUMAN,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase) (OPH),APEH D3F15S2 D3S48E DNF15S2,Homo sapiens (Human),732
Q9UL33,reviewed,TPC2L_HUMAN,Trafficking protein particle complex subunit 2-like protein,TRAPPC2L HSPC126,Homo sapiens (Human),140
Q9UM54,reviewed,MYO6_HUMAN,Unconventional myosin-VI (Unconventional myosin-6),MYO6 KIAA0389,Homo sapiens (Human),1294
Q14683,reviewed,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8),SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1,Homo sapiens (Human),1233
Q99459,reviewed,CDC5L_HUMAN,Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein),CDC5L KIAA0432 PCDC5RP,Homo sapiens (Human),802
P60903,reviewed,S10AA_HUMAN,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),S100A10 ANX2LG CAL1L CLP11,Homo sapiens (Human),97
Q99460,reviewed,PSMD1_HUMAN,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112),PSMD1,Homo sapiens (Human),953
P16284,reviewed,PECA1_HUMAN,Platelet endothelial cell adhesion molecule (PECAM-1) (EndoCAM) (GPIIA') (PECA1) (CD antigen CD31),PECAM1,Homo sapiens (Human),738
O00291,reviewed,HIP1_HUMAN,Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I),HIP1,Homo sapiens (Human),1037
A6NFQ2,reviewed,TCAF2_HUMAN,TRPM8 channel-associated factor 2 (TRP channel-associated factor 2),TCAF2 FAM115C FAM139A,Homo sapiens (Human),919
O43818,reviewed,U3IP2_HUMAN,U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K),RRP9 RNU3IP2 U355K,Homo sapiens (Human),475
Q14654,reviewed,KCJ11_HUMAN,"ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)",KCNJ11,Homo sapiens (Human),390
Q7Z6K5,reviewed,ARPIN_HUMAN,Arpin (Arp2/3 inhibition protein),ARPIN C15orf38,Homo sapiens (Human),226
Q9H2K8,reviewed,TAOK3_HUMAN,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3),TAOK3 DPK JIK KDS MAP3K18,Homo sapiens (Human),898
